locked_uid,control_uid
287,289
6029,6030
6228,6237
36472,36475
39536,39540
20926,20928
30977,30984
39827,39828
39487,39488
15423,15425
21676,21679
21680,21681
39313,39314
36149,36153
12171,12172
116,115
3372,3387
6211,6210
6221,6219
6213,6214
34572,34579
9670,9682
19652,19653
2090,2092
3435,3434
30189,30187
28877,28897
31392,31396
31839,31845
5693,5692
5695,5696
20336,20337
721,732
807,809
1614,1629
1599,1598
5071,5070
18180,18178
972,970
1089,1088
4338,4337
39490,39489
6232,6241
38436,38435
40217,40220
14890,14903
4695,4696
26452,26449
10516,10518
10223,10220
615,620
5242,5243
30191,30199
35776,35775
756,757
355,352
451,453
36598,36597
20930,20927
30981,30980
30986,30979
31003,30992
31005,30978
18929,18928
28028,28027
7444,7442
22595,22596
34356,34355
13731,13729
29939,29940
29943,29938
31843,31847
382,388
7209,7202
6366,6370
21055,21049
16834,16831
11195,11194
10199,10193
27489,27483
1455,1454
1460,1467
1907,1906
1441,1439
1491,1492
1362,1369
588,586
253,258
1247,1245
2611,2626
254,252
859,860
2613,2610
3091,3096
2614,2623
4342,4345
3380,3391
2250,2248
3075,3072
4742,4741
3216,3238
9028,9027
4306,4302
29926,29925
6694,6690
26862,26860
5539,5538
27857,27853
30985,30991
40500,40508
6903,6897
28314,28312
28345,28346
27858,27862
211,214
153,152
55,62
88,87
89,86
496,492
39866,39862
39873,39861
35418,35415
35420,35419
34395,34391
34396,34390
4020,4031
20338,20344
12641,12645
337,336
13,23
338,346
17640,17643
27755,27751
39544,39539
16812,16814
16813,16815
11695,11687
11698,11686
26587,26590
39575,39573
4123,4136
16842,16832
10187,10185
10203,10194
24642,24651
27118,27116
942,943
667,668
15,22
2251,2247
30075,30070
15897,15899
39641,39643
17430,17441
30990,30983
26923,26928
34926,34923
2000,2006
3029,3026
2205,2204
3862,3854
5293,5291
2124,2121
28491,28489
3877,3874
32201,32205
3046,3047
25787,25779
2095,2098
2101,2089
2125,2122
18171,18167
7358,7369
6614,6616
23163,23160
1493,1499
1231,1228
2018,2017
1348,1349
15891,15890
2941,2939
2942,2937
38703,38709
18187,18179
2071,2077
2072,2073
2079,2085
5431,5429
38996,38998
40354,40356
4953,4955
39868,39864
33566,33560
20882,20878
32688,32694
4746,4740
27520,27514
4747,4744
33627,33622
6722,6713
13418,13413
31205,31208
34050,34046
29055,29068
11303,11297
18636,18638
4185,4190
5533,5529
1510,1513
1511,1515
11305,11295
4188,4187
1477,1475
1427,1426
1478,1476
1350,1353
1358,1347
1558,1569
